t,temp_C,pressure_bar,rpm,torque_Nm,current_A,voltage_V,flow_Lmin,vibration_g,humidity_pct,position_norm,accel_x_g,accel_y_g,label
31,35.62940378442702,1.8061512915047215,1498.0357478908556,105.04107124824925,8.411815623265683,24.068427859899714,12.225330980402768,0.3659887260549831,45.572410747770554,0.5927117839977956,0.05291485639185463,0.01781835217317779,0
32,35.494793590817125,1.7628554353638455,1502.2484823745694,107.60338806742536,8.528834369108889,24.041304534342547,12.178747459541338,0.36254867205687713,45.961531975639296,0.5760276214409377,-0.026019964931312804,0.006863421863803527,0
33,35.606928294064076,1.7722277965373148,1509.1439632974643,109.69952968898183,8.538439857036195,24.04830077391981,12.090580739453825,0.33222715263767344,45.48874425205028,0.591475721658041,-0.009721698323790202,-0.04718958894581843,0
34,35.81897745745219,1.8390313836489514,1503.646735932006,109.44882132688156,8.491089947682662,24.037625360485745,12.056594803915024,0.33889781696507915,45.294327936469394,0.6000107701596299,0.02029984665456111,-0.0026299661399572455,0
35,35.630731546759556,1.7966708926578496,1503.6244686828034,107.85436109105602,8.405412525555546,24.047419104468204,12.238962435261774,0.3570552792981354,45.5439615866384,0.6144826186476093,-0.007186808591277856,0.04331032582255502,0
36,35.818914144646676,1.8118012585751824,1503.8209341941506,104.40363924984055,8.462319093789208,24.07469741193388,12.219931475261872,0.34868267362706995,45.2742242307451,0.5899739113362935,-0.0531802432007031,0.008109820783063944,0
37,36.00282319717158,1.809749114936681,1499.2699919643644,104.48599766561793,8.380906021278784,24.03704924407203,11.982522848808001,0.3493468127925403,46.28975263182353,0.6200205504508917,0.015093400906713125,-0.01253497930649158,0
38,35.832558932654685,1.7333508622637273,1495.5959925175525,107.05648058710467,8.409987691857308,24.040301236018504,12.01819909166475,0.3587316223988726,46.0018072055129,0.6164428803455936,-0.013209028807874786,0.014969600413144775,0
39,35.72813093418785,1.7369269482676493,1497.1408958611428,107.30039362535126,8.457659122158331,24.01220124415447,12.010932888383136,0.3980674545921598,45.90268862013777,0.5928525303249618,-0.07279162728817028,-0.037582909945590784,0
40,35.830933571782985,1.759709419866611,1500.7540498902833,106.24993867771529,8.396536105202625,24.081956432561565,12.044141355609339,0.34157071188029114,45.821687292386294,0.6187532259315176,-0.016275329102561707,0.01527448036679052,0
41,35.62946060789209,1.788159678583644,1499.7774786261612,104.81879102133334,8.365036952368216,24.055012644614855,12.063554020954543,0.37716904444401145,45.6271835723255,0.6053806596567671,-0.013709843698105248,0.005311260433787402,0
42,35.581175216864814,1.7816371359865573,1503.0959825863804,107.20272296921293,8.415850095615772,24.026277296071495,12.06617600583078,0.35013522515471945,45.61894259290656,0.6234977922422653,-0.003877413203011047,0.018750920122088528,0
43,35.74874361780583,1.7577482119083832,1497.560210949686,105.38528004966962,8.395869206126497,24.090489878833434,12.068886569693493,0.3418317973530846,45.621955564673044,0.623879821690472,0.015528976759768456,-0.0026088583827363412,0
44,35.7876818316797,1.7175466215200668,1491.118513592258,104.55678060172863,8.355199308448169,24.065035095273117,12.040310677993086,0.35856312812310065,46.28882925921077,0.6248412934542519,0.03193505889633468,0.015015237962474767,0
45,35.862548931831974,1.763348279346417,1494.7020685122652,101.86552784467165,8.291192957339202,24.047081634955546,12.162194457898316,0.3491183034576472,45.668169454516736,0.6156765643079818,0.0392217414516894,-0.032406578583645915,0
46,35.72690024135698,1.7604220941734787,1499.8743743396224,105.2542749478264,8.469065901085646,24.09176334339973,12.034225087867185,0.35209430675232667,45.622815298459756,0.6317613458299977,0.045785749867512354,0.009784032483754208,0
47,35.807042876868145,1.7659919428250108,1489.8729078954234,106.01953114313571,8.45653176294275,24.056059420383917,12.132333336153714,0.35310676402023844,45.759215786617766,0.6411686704373729,0.046718822660563264,0.019543527898960397,0
48,35.82509034676812,1.7819314107028534,1490.755064722741,104.6216878919173,8.352363853856382,24.023259154483952,11.993228965726113,0.3448543414026959,45.95424984018857,0.6250135916445855,0.00920724055336602,0.03667197720404837,0
49,35.79234279348697,1.8114144588709091,1493.886386813171,105.82806298133079,8.462953022482743,24.09666069479528,12.115234205327903,0.35461932946388963,44.969450160995805,0.6295538793833848,-0.02585867914443716,0.06369884077990291,0
50,35.80283934251967,1.7855241386663077,1496.9883999950318,105.14017524743527,8.421129719686698,24.044812461346822,12.203303956557631,0.3559625555018248,45.96222971533055,0.6406629250328207,-0.03417306831452871,-0.003802770406872996,0
51,35.74234136028985,1.7894783557103648,1496.7965553807132,105.33290167948203,8.391934939598102,24.162317503496244,12.18266328778447,0.3579216529074699,45.2657272201188,0.6070218346525279,0.03051497093319739,0.02035000831374572,0
52,35.78937428185439,1.8178663695146886,1495.3121069550157,107.38643828368704,8.376869359491753,24.05958501852413,12.059928455245087,0.3654109393868654,46.223136368599064,0.6283846727780603,0.008943476667167962,-0.001453041441455057,0
53,35.759862642882545,1.8068615223942492,1495.7734361824034,104.6126056890521,8.405535346319994,24.012391966231842,12.100195014482665,0.3538530222495576,45.42360781971537,0.6491192673931255,0.039028103426744516,-0.0030413033167566352,0
54,35.668957693948826,1.7633447258425439,1494.6609768134063,104.4982506532764,8.48598688128478,24.123803926843316,12.189428271516674,0.358402693593366,45.64737439025537,0.6420582257943217,0.02050306331501204,0.00465728950212798,0
55,35.74514434049971,1.7441941234904013,1496.0773344704626,104.95094761438976,8.40187979689335,24.07270420406847,11.997404881492107,0.33437808560298077,45.3557565500689,0.639696443530242,-0.025723342121247217,-0.0028863155279834083,0
56,35.76133057863866,1.7842549008216582,1492.634639685641,105.29267022774988,8.452412837246987,24.08122125336254,12.064275632881937,0.3706599996835365,46.2867162162127,0.6334826003083537,-0.008004914625601357,0.03292951931701083,0
57,35.776861970392964,1.7413606933259735,1492.2821498297162,103.1713686873014,8.346481394454385,24.088808853068464,12.13896524640876,0.38897574657394807,45.90575718256093,0.6440631134873384,0.005630397610871286,-0.016065080561370088,0
58,35.56050874940252,1.7306291654655244,1489.9905270201502,105.94624803214391,8.448649641842895,24.03407186431729,11.992781526052703,0.37297982718389594,46.443024101446674,0.6396193604999033,-0.030773705418766985,-0.03750047431574039,0
59,35.70371147018389,1.771896037032072,1493.6481039188516,105.11558098576297,8.382938802954037,24.012429515261914,12.209620044135756,0.3675218708549976,46.43440811521657,0.6284565240489369,0.020252959571444046,-0.012473568967343116,0
60,35.52522921289009,1.7438693111597525,1490.6351109648972,105.72690672453734,8.28368108794049,24.13955531699794,12.170584644785182,0.35010595349258744,46.19452728142095,0.6592851272086167,-0.02029274482724861,-0.03913509628455114,0
61,35.60282622309437,1.7264471916463577,1490.7118037538112,102.59658513612783,8.307094626386336,24.033840742045275,12.082328148657892,0.3778888330579087,45.5307761535354,0.6405127101376149,-0.0237001888412673,-0.02911329522819335,0
62,35.49914795225847,1.7427015918752338,1489.594212404831,105.687913423963,8.392644920567879,24.127783422980812,12.081586445541976,0.3656956074360046,45.941504718303676,0.6450358980566822,-0.06007729083890604,-0.007731190668074886,0
63,35.731259340539594,1.7486996162432458,1487.1010163007697,106.0819561146197,8.450502958951535,24.093135186213658,11.860489012295252,0.35542546330872543,46.277484751461095,0.630484038582138,0.01181414641841573,-0.034385444782570884,0
64,35.70044931532265,1.7394878791804078,1483.8110978293294,104.74648271853201,8.35993405906527,24.085714446212588,11.897682101736402,0.3620582527423105,46.07377948947936,0.6434220414864892,-0.038361882293062664,-0.022381709085210463,0
65,35.75922431357072,1.8043437604019141,1485.2137371373105,104.54797309874428,8.370417564234929,24.066464899118344,12.02699256928539,0.38853015479840247,45.92785415766331,0.6593764796082284,-0.0280926879480708,-0.036157116375861435,0
66,35.72520297447067,1.742752160933369,1478.788286609575,104.25923921989512,8.330488232037261,24.151306635597216,11.938000452011712,0.3604145483297998,46.106060174955424,0.6585198779480305,-0.05372554541567904,-0.02906834233098972,0
67,35.56478231083664,1.7621876861903167,1481.5385568082079,105.36904358297568,8.452683357571441,24.057889344402,12.040088347764163,0.39004652631688524,46.12344729702574,0.6499704325100657,-0.050917221958796055,-0.050681002279755284,0
68,35.57422171366378,1.7135691139382192,1481.3234947704543,104.1874690668364,8.430162313190051,24.059665169989007,11.786484636272792,0.36958703683439287,45.6884254819494,0.6435978434997508,-0.03701810677008316,-0.019822543436012367,0
69,35.7740168814331,1.726154445538121,1482.8961543431974,104.9964041382606,8.350827579699446,24.102409677018176,12.065408926682053,0.36499723250268046,45.9200453474223,0.6502581347801347,-0.02625734688757824,-0.05603766194903474,0
70,35.52336278869209,1.7433536858727103,1484.2108690800399,106.15243727312009,8.334627948834203,24.0627120654048,11.969593185035052,0.3549233559775822,46.18569221165554,0.655025939247068,-0.020654242012898665,-0.04292710129605759,0
71,35.35074263593273,1.7570341772896685,1486.0898877345098,105.19846578276666,8.304140314520781,24.053629785961625,11.915392165612348,0.37116647342710746,46.207561119278026,0.6348694429345235,-0.010975230283987277,-0.023660301849829934,0
72,35.542434820282686,1.711840569459237,1489.358510924795,104.45700906934036,8.413858976628678,24.079086561459437,12.09988166227185,0.3778423806509124,46.025102323341585,0.6516995980038183,-0.015079380264182957,-0.006302391301404062,0
73,35.468818728901546,1.7382700249882315,1488.612737840209,106.80738537162017,8.4225804270903,24.101286979681657,11.933891881402959,0.36451469479724385,45.89438042151981,0.6564798867298783,-0.022939439211307783,-0.020842144357693958,0
74,35.60395144715398,1.727849806424921,1489.8650971515324,105.83764766975986,8.353074604090171,24.139184643905452,11.839653362651633,0.36840993309163933,45.96611724014599,0.647180737931109,-0.049085959774991215,-0.015228300014264484,0
75,35.498949922170794,1.747650268132661,1485.8484854467724,105.87903530012372,8.392094087218302,24.144150450648272,12.006084459412605,0.3764949963913891,45.865132770356574,0.646843503198466,-0.04704788282689282,-0.05329606824770089,0
76,35.449619763041035,1.7658831414517902,1490.72674099553,106.44519930451287,8.338502366062023,24.02951730900733,12.011473631764273,0.3772739711851809,46.022406721680504,0.6387181458995244,-0.0579032874534647,-0.028214336301413893,0
77,35.605266120035,1.755353557673982,1490.9586782598774,107.5569551615081,8.469660591524283,24.110532909152614,11.972764394255012,0.357232976459362,46.27911892000573,0.6479570887394251,-0.034742434245979656,-0.010511126687165539,0
78,35.31907035778907,1.7574702725003404,1494.4268725116553,109.10485190464823,8.441540204819637,24.050494759716038,12.210732020696415,0.3569563723846867,46.710427016629936,0.6594248643982717,-0.011581125142242455,-0.010265245208590401,0
79,35.3977268408225,1.745207010714671,1491.4492902431261,106.58475101050124,8.362496252556861,24.054239223081375,12.01501579194513,0.37663961820723113,45.80152575468028,0.6567233086822268,-0.00828039405968843,-0.029714696573835436,0
80,35.382211068394035,1.7283667063236197,1489.9606735109014,108.11635587676248,8.416916944914453,24.064293502151113,12.085446518866641,0.38307612592050627,46.44914211560023,0.6364146557687375,-0.005242919591648576,-0.025720211316621975,0
81,35.2219385708125,1.7602333423462018,1488.1675748148039,105.8747677370755,8.374146059619937,24.06347362703606,12.001013084143878,0.34538082303987444,46.213127953260255,0.637638432240445,0.013637995787943353,-0.009059689364972097,0
82,35.51202645316782,1.7600238931379946,1488.6500650722983,107.46915995751857,8.452556677610888,24.046901665182197,12.068162169921385,0.3576453691063695,45.71412936283813,0.6535826220377012,-0.032170734302155155,0.015642987340449943,0
83,35.35224856181453,1.7532677729485413,1490.6968219119417,106.0574823840956,8.46838476021434,24.00849708009936,11.938712001858063,0.35510730610313557,46.08630013840205,0.6446079690100689,-0.03962857938272829,0.04560799569283895,0
84,35.45003155577023,1.7176691839540885,1491.768099190289,105.66010489910275,8.455629900835781,24.121757989971172,11.849531410535542,0.35103762403484146,46.02897148275233,0.6421492090285995,-0.006679041733421448,-0.0172088861147118,0
85,35.41818403189646,1.7786110130171329,1492.7320100950492,109.26537284605068,8.46269035242215,24.104776895366385,12.015413904980838,0.3396744773637293,46.10530758800586,0.6152270750483458,0.02439469222165844,0.0035025427075581934,0
86,35.422153573602465,1.7558049607396369,1493.1323420580252,105.83178386787031,8.392467835373088,24.079077967308834,11.966063557608456,0.36277759114595276,46.36049260607447,0.641734519481366,0.031132252771368017,-0.01268403168131978,0
87,35.31817921686185,1.734114686246549,1489.7716343263994,105.26233764081317,8.363187549544616,24.051026208139234,11.9894286649033,0.3549089995725156,46.604416270382096,0.6287556828371695,0.007930413801300083,0.00854653824669973,0
88,35.309055108271984,1.7206931101616592,1487.66022421416,103.78029948537748,8.26646369038162,24.119578134852805,11.880454575560131,0.37100811816362955,46.465287162598784,0.6336567365519479,-0.006591146476554419,-0.0017497925774086496,0
89,35.415510605612795,1.7420703318312454,1490.3269787122958,107.95714025725142,8.424205156602554,24.07541967294353,11.994978878665437,0.37511281028280063,46.224019812695815,0.6197659527424018,0.002147298693398545,0.012746440808536801,0
90,35.52893277378194,1.771921356668165,1487.0220800561192,108.25235171731228,8.381025097671499,24.060865729875783,11.832434147111016,0.362716438410624,46.28970163075115,0.6407697245785152,0.015427126966521713,-0.03774663592615027,0
91,35.4325342474087,1.8059731802856238,1487.4236426353937,107.17538290065303,8.465216040469608,24.025735570685182,11.920522194560279,0.3687770673706933,46.735625664771256,0.6116166895221179,-0.022746112683936344,-0.004784596397717652,0
92,35.35572424375178,1.7760338219383274,1486.5088610883956,104.88437577602588,8.355166125614026,24.093943290204717,11.885150707104307,0.3531822999253783,45.945341471870435,0.6404871571154199,-0.018028161714107097,0.004309321416364139,0
93,35.3089467560401,1.7484018081638613,1484.6495785936697,105.9959674720815,8.420400145284495,24.065208225514084,11.969467232066561,0.36594708393947223,46.52844176817557,0.6188832601849842,-0.007197327282173698,0.004412682544714661,0
94,35.388657196903104,1.7506309045696948,1490.691165063091,106.21976091889022,8.368508393103134,24.083999228939653,11.870608235636466,0.38454691650264616,45.87465730751228,0.6136982471968722,0.01497514603643519,0.00779596784424869,0
95,35.262914102235605,1.6981129653193954,1492.7776910251391,105.35886097137558,8.344622962914492,24.081275163336862,11.76675923158446,0.36850664814811446,45.73355030024822,0.6043974324641415,0.008010998548702108,0.0032602164941507162,0
96,35.2672209772909,1.732690389708362,1497.4805689023815,106.79067061846568,8.44154429571308,24.091682790667072,11.815395941046742,0.38112530298377867,46.23135784199896,0.6036298816862452,-0.046204048148475424,0.026151234270675824,0
97,35.22058721575771,1.7183198252004666,1497.07697178097,109.09868923959172,8.465206197309676,24.0776995730998,11.87743175605523,0.3649260488492264,45.63102335482566,0.6001158949758394,0.00636229598558629,0.02480095000094991,0
98,35.22686837948603,1.743775904067317,1503.8090172268494,107.66123640201404,8.460481702637413,24.06141559158906,11.886471946447552,0.36708920403500295,45.97510779486185,0.6023451518140952,-0.0022260044948155286,-0.0008277930783736134,0
99,35.275925076829466,1.7673048962815252,1499.982721304172,108.07363309887998,8.44398920320351,24.086908444533076,11.770798076817155,0.365594475887934,46.392402203613514,0.6053473319318419,0.00587124322098486,-0.010889095487482691,0
100,35.29915921375344,1.6830221780808778,1492.4541440624346,104.81696986212958,8.424440696749954,24.098561201779667,11.849401619344716,0.36264627822509904,45.817095179862264,0.5965346407184187,-0.017352665408337607,-0.0012070590016054691,0
101,35.505205843337656,1.7903217849323905,1498.8633775666062,110.0817525502049,8.506252806196443,24.113121010179462,11.97942011826375,0.3805540732895359,46.55859582781712,0.5980320844736561,-0.009616370757732555,0.00586924856374519,0
102,35.38357329598362,1.7514255575925306,1500.9809120559703,108.22201299923339,8.330981347062876,24.037489867263634,11.927494195556557,0.37125030851141966,45.54229807422657,0.5993850650632276,-0.02215351981765367,-0.01253081331364457,0
103,35.51064959413248,1.7358402813049634,1502.1002384247977,109.74049190722852,8.44452856846419,24.100153558081498,11.698661064856946,0.3652048548489357,46.40879182575775,0.5952688504620434,-0.04272136769821704,-0.04178300769466007,0
104,35.2464884244978,1.7253267200571396,1499.0562112740606,108.80205074030705,8.493772262763212,24.016733741722753,11.859640574747432,0.36358936079684673,45.77567096355933,0.5876776903306001,-0.04816844946032811,-0.002466565497820348,0
105,35.1751606267863,1.7778918725885653,1498.1712116421015,108.6362073519661,8.37834950457853,24.097300388575515,11.819506372705469,0.36909737842883444,46.076343301089636,0.5848292382548446,-0.045646768035019186,-0.02054970614899372,0
106,35.31146911573958,1.741124104039061,1499.5486870816467,107.30846865613579,8.32269970167989,24.049821634874323,11.64718044592763,0.3768010281868495,46.15226942095082,0.5640865347031896,-0.06861040702992696,0.0051694401470512436,0
107,35.40146028074182,1.7129923866919616,1494.8559979814593,107.35029766096014,8.39391047103942,24.089623464967964,11.674110751706126,0.3789365950411154,46.02572605280165,0.5742290840655327,-0.05754754174478756,-0.04992286125654406,0
108,35.43618320575263,1.7295707245442211,1496.3181716353395,107.3406146034605,8.425453416566342,24.10715654174236,11.874773984018676,0.36368372155339107,46.077123113788545,0.5584530858800114,-0.05708176192858845,-0.03251197364914265,0
109,35.4351269877442,1.7299133294894786,1503.3397186309842,108.91565075049046,8.409424738032076,24.068656197111412,11.809844176606273,0.36670883280366245,45.720928010611864,0.574718098199036,-0.027843788633148476,-0.02821713985442042,0
110,35.09541954383617,1.7262973552327663,1503.6119790758444,110.4128135087329,8.53882993234566,24.056866373725036,11.816943934471645,0.3447269069395651,46.46630560346781,0.5643643082857007,-0.026681814316834654,-0.036565063684318624,0
111,35.501809679044406,1.7355549316532128,1504.4297441299427,109.2830289172159,8.540224556657956,24.05415878634759,11.770744399910166,0.3460268532655121,45.826011860847956,0.5697747244310546,-0.0029280201488232904,-0.05413473991612458,0
112,35.40444008843716,1.7588505850304958,1504.8460430877055,107.72318935034477,8.32359158157484,24.04833255758349,11.894588599080786,0.3687220426068091,45.813292951929476,0.5666494636331156,-0.07607861289432274,-0.029995125329475257,0
113,35.177142295478895,1.694376435863647,1503.5234252734274,109.23842531867909,8.424360877234129,24.091974575978547,11.660707915670216,0.38127571054225506,46.050132729897,0.5539173340854123,-0.04859151160769486,-0.04563720839093506,0
114,35.425745245504054,1.7525802257071352,1504.6269058763544,109.89278012006488,8.33688230752038,24.056423925311307,11.697031821676537,0.3880695877957147,45.9146468679289,0.5353412326653416,-0.019780772735026948,-0.03784581310345731,0
115,35.36824733112098,1.7405326341655927,1505.7566396602554,109.90844072721093,8.480958797005473,23.98884422078541,11.733684706166182,0.3837455534991868,46.288754615717934,0.5146763102440097,-0.03891898152331901,-0.03814338829130639,0
116,35.418014545451136,1.7464208930541782,1514.4891284184291,111.13277781390136,8.441906891888362,24.08054138659399,11.689037498134315,0.38911695804409613,45.9664859065069,0.5369857866315938,-0.04281055841995343,-0.05660767235976543,0
117,35.49996342232245,1.777473794548705,1511.4759683322845,111.8168757841371,8.462384641404896,24.077071606157407,11.727460044163177,0.37172063174510955,46.111793765107144,0.5266737106778921,-0.05564628379867212,-0.04347568398258854,0
118,35.526436440470945,1.7401058935855387,1510.231757323269,109.63129002095977,8.518665422112372,24.05042543940949,11.926047790145613,0.38206570111358384,46.21603412078571,0.534337580858982,-0.011556094171408906,-0.03540899806722362,0
119,35.34547424820106,1.7286174390989482,1517.921879100175,110.77871586048788,8.418632589554807,24.027162339358764,11.805899286695018,0.3495603917952182,46.432137750660736,0.5280439591242424,-0.016777879682399827,-0.022556656050243512,0
120,35.45639711417754,1.7713819958697647,1512.1854972146734,112.16472961879289,8.42554180829122,24.01445018043567,11.877606350818759,0.33477712388979464,46.02664534152688,0.5229128137074963,-0.027428068930952093,-0.014278519532793393,0
121,35.335060546216866,1.7510136566858485,1511.3702748508333,110.82154801581093,8.36495751170578,24.026147754804416,11.868463443637573,0.3600650541937311,45.75873717872163,0.5190652685449617,0.001724581907697597,-0.015448516050331365,0
122,35.58926929383219,1.727394930949074,1512.0419739365202,111.67293560971,8.553590694315897,24.048628032953523,11.81534681397891,0.36575971865021345,45.9939052454145,0.4970244224287512,0.02691929490875674,-0.003431098526228374,0
123,35.736995914728624,1.7381034165203262,1518.594133601144,112.15347947908192,8.556226437893821,23.985873122388707,11.79000032147709,0.3683634652455239,46.54570926664803,0.5226665754444864,-0.029357443880609905,-0.012737968890217197,0
124,35.524383377785135,1.8170097057990162,1512.4593116537155,108.25104206881532,8.410233477867445,24.05686762007457,11.903914693232073,0.3811171530666905,46.392151829688046,0.4948933385659186,-0.0027344635248813375,0.023212606691043452,0
125,35.6131002583731,1.8116509142254502,1511.5950132169057,110.90505966341044,8.401764034076788,24.045123944465594,11.737178609392632,0.3738160173208661,46.236910525352364,0.4936306183735581,-0.013545794157198426,-0.009026351452589242,0
126,35.66755487439317,1.8283545859874324,1513.4188092057916,110.27127338579878,8.493289038313145,24.077359810808623,11.917509028316545,0.3999313252962034,46.41327613511061,0.49187677421774545,-0.0028087046584265463,-0.041807760700562344,0
127,35.67916873119203,1.874826357054806,1519.6173105789048,110.40930867769507,8.596966243030105,24.055192099097248,11.975147677376194,0.37446725439369266,46.29361527152493,0.4883216019860887,0.015349628892129479,-0.018240463604128884,0
128,35.75632305069582,1.8477440222261077,1523.5454405215091,111.21492106081843,8.470310169219514,24.014769780335442,12.026410627592577,0.3585212890615159,46.54109219067986,0.48060735859330833,0.023599951123088492,0.05915147535537871,0
